0;0;536;10;77;31;615,873;0;3;11;57;3;445
0;0;536;8;65;31;533,691;0;6;7;50;9;567
0;0;536;9;84;51;187,234;0;9;5;68;0;510
0;0;536;4;69;47;1281,038;4;7;3;79;2;472
0;0;498;10;113;32;171,547;0;10;1;61;3;623
0;0;497;5;75;29;157,224;4;7;1;81;4;597
0;0;497;7;63;22;28,683;0;7;7;48;4;574
0;0;504;7;60;16;149,646;1;12;7;48;4;679
0;0;508;4;53;32;202,229;0;12;6;57;4;497
0;0;504;6;86;29;849,3;0;17;5;58;6;560
0;0;495;2;65;21;88,09;0;22;5;57;2;588
0;0;490;4;76;24;244,06;0;11;0;53;4;543
0;0;656;10;63;29;1562,451;6;0;5;73;9;434
0;0;652;8;53;29;143,89;4;9;9;86;3;460
0;0;652;12;60;38;29;0;4;11;70;7;530
0;0;652;15;60;42;191,807;7;7;10;76;9;477
0;0;616;13;88;58;1411,575;0;10;8;69;7;563
0;0;611;18;90;37;290,197;0;5;1;59;2;545
0;0;608;15;71;31;134,531;0;6;4;51;7;571
0;0;592;8;57;20;126,01;5;6;4;54;5;583
0;0;592;8;41;29;51,672;4;1;4;63;4;540
0;0;585;15;45;23;140,49;2;2;6;54;4;515
0;0;569;13;36;20;64,64;0;7;7;50;7;650
0;0;565;18;38;21;166,95;5;1;0;62;9;606
0;0;658;20;88;11;171,93925;4;0;2;86;6;505
0;0;654;7;44;9;272,282;1;1;11;84;8;544
0;0;654;13;67;26;1281,131;0;4;12;104;16;639
0;0;654;6;56;24;7158,522;0;10;6;102;10;549
0;0;622;21;115;20;1372,830667;4;8;6;85;9;682
0;0;621;14;60;18;53,291;0;7;1;94;5;613
0;0;614;14;56;9;167,607;1;4;3;77;9;740
0;0;610;5;39;15;918,361;2;6;3;69;10;640
0;0;611;13;57;18;577,138;3;4;4;91;13;541
0;0;610;15;51;25;1324,95;5;13;9;108;12;595
0;0;589;13;44;15;138,99;3;22;6;99;15;570
0;0;585;8;45;16;1907,6;19;9;0;49;13;599
0;0;609;15;61;27;1722,089;0;6;11;75;14;573
0;0;607;15;70;20;266,6;1;17;14;88;21;521
0;0;607;14;64;66;1421,032;0;6;8;77;14;693
0;0;607;21;85;97;145,0253333;0;19;12;86;15;602
0;0;594;17;91;76;117,855;7;16;7;89;12;707
0;0;595;14;62;49;999,695;22;7;1;73;17;824
0;0;593;24;81;43;5990,307;0;26;4;41;11;901
0;0;574;18;53;21;157,854;0;16;4;74;22;850
0;0;575;16;56;19;59,651;0;22;1;67;15;767
0;0;571;15;68;36;365,4;0;10;2;69;14;740
0;0;568;10;64;27;1659,72;7;21;19;82;14;708
0;0;560;17;55;27;1507,67;0;13;0;43;17;728
0;0;683;12;72;32;794,098;12;15;9;71;17;269
0;0;683;18;62;23;413,711;22;17;11;107;11;257
0;0;683;12;62;32;81,062;11;11;13;120;8;328
0;0;683;4;62;33;50,022;8;16;9;102;9;261
0;0;642;17;81;51;619,524;20;11;6;79;11;316
0;0;638;12;64;35;219,355;17;6;0;95;8;332
0;0;627;10;74;71;250,297;0;9;3;52;10;289
0;0;623;15;55;26;373,63;7;16;1;59;10;365
0;0;614;8;42;46;54,679;11;14;6;83;8;301
0;0;605;6;69;58;36,07;8;18;4;82;12;300
0;0;599;12;38;47;24,39;18;16;7;77;13;332
0;0;595;9;46;53;28,96;8;12;0;72;9;328
0;0;654;10;51;24;5,235;0;2;15;94;22;527
0;0;652;18;54;35;528,431;0;22;25;133;33;497
0;0;652;16;64;31;2415,764;11;41;26;137;29;620
0;0;652;22;80;41;27,78;23;23;23;123;33;516
0;0;769;20;113;73;533,146;10;14;25;129;34;592
0;0;767;16;62;30;272,125;3;6;20;119;22;644
0;0;762;19;89;23;1576,554;14;9;9;76;24;726
0;0;756;23;59;25;389,98;8;5;11;81;25;690
0;0;735;13;62;27;408,996;3;6;23;69;22;628
0;0;731;15;71;35;223,36;18;7;20;111;42;687
0;0;1074;22;71;33;333,48;12;10;23;103;34;643
0;0;1069;18;58;29;66,72;5;8;21;74;27;562
0;0;494;19;87;48;362,148;46;30;12;77;6;407
0;0;495;8;49;33;313,274;8;13;7;81;10;576
0;0;495;20;80;42;576,2935;6;26;9;120;21;436
0;0;495;16;71;39;1855,066;14;19;13;106;11;391
0;0;469;25;117;52;242,303;5;19;13;77;15;519
0;0;465;21;95;36;437,742;2;15;9;75;8;486
0;0;457;15;77;25;2995,477;13;12;3;60;8;414
0;0;435;12;57;27;1779,223333;3;9;8;59;14;500
0;0;430;10;74;42;362,09;2;12;4;67;8;471
0;0;428;20;61;29;683,37;8;8;6;73;14;514
0;0;415;8;40;29;488,96;7;7;9;63;12;565
0;0;409;14;17;26;150,41;0;4;6;48;17;596
0;0;589;19;63;28;2439,917263;0;9;15;123;26;443
0;0;587;18;84;31;1577,452;0;20;19;166;22;433
0;0;587;19;96;29;319,72;0;23;17;166;26;533
0;0;587;23;103;39;202,069;0;14;13;158;27;419
0;0;575;26;94;55;91101;4;12;19;166;17;502
0;0;572;21;100;35;130,2775;17;25;17;139;22;539
0;0;569;25;82;26;2951,707;0;13;10;114;27;575
0;0;569;25;63;27;165,934;7;18;14;118;23;568
0;0;563;18;59;23;234,732;16;24;17;118;18;601
0;0;563;25;94;23;2644,5;7;28;18;125;23;585
0;0;618;18;87;18;56,8;9;18;16;149;17;621
0;0;616;20;90;27;256,23;7;37;15;120;12;556
0;0;317;9;28;14;38,904;9;3;9;61;6;229
0;0;318;10;38;30;2,859;5;16;8;100;6;143
0;0;318;6;30;30;10,37;36;16;6;84;3;172
0;0;318;16;34;34;0;2;6;7;61;6;183
0;0;281;14;54;35;55,428;6;12;9;76;7;195
0;0;279;12;35;39;3,68;2;3;4;40;1;222
0;0;274;11;42;12;100,096;1;1;3;30;8;196
0;0;270;7;32;10;229,694;0;7;4;26;8;220
0;0;271;8;39;8;43,049;2;0;3;40;5;185
0;0;269;14;44;7;83,67;4;5;10;68;12;196
0;0;268;12;47;4;8,52;4;3;6;49;9;241
0;0;266;23;34;10;0;4;1;8;43;18;250
0;0;488;24;42;26;402,633;0;3;11;66;18;254
0;0;487;11;45;17;34,6;1;6;8;113;17;245
0;0;487;19;44;3;1147,3;5;13;8;95;15;276
0;0;487;20;48;18;1862,998;9;12;15;90;22;282
0;0;455;23;75;14;63,888;3;13;17;90;14;270
0;0;451;21;59;10;321,137;8;15;6;76;15;331
0;0;445;18;34;13;681,329;0;8;7;65;20;256
0;0;437;16;51;15;158,574;0;11;10;66;11;278
0;0;437;35;42;10;3802,097;0;6;5;76;14;329
0;0;436;13;42;13;58,89;18;19;9;49;30;253
0;0;433;11;28;6;16,18;4;5;13;53;23;271
0;0;428;19;10;10;685,12;10;13;10;28;15;281
0;0;616;35;69;23;143,75;19;13;11;129;22;231
0;0;619;51;74;35;330;22;17;21;150;29;228
0;0;619;22;68;18;63,75;39;15;17;175;34;263
0;0;619;22;71;52;20,25;38;31;14;121;26;215
0;0;609;25;98;87;1287;51;53;11;101;10;246
0;0;604;24;93;55;1308,75;20;31;7;78;20;266
0;0;601;15;57;49;866,75;22;16;7;74;21;272
0;0;597;17;59;43;10126;27;32;7;67;22;267
0;0;595;25;39;41;114,75;49;21;13;116;21;212
0;0;591;27;72;45;88,5;22;27;14;86;25;274
0;0;685;23;94;48;66,25;30;44;30;142;32;301
0;0;682;26;82;53;65,5;23;28;18;119;24;206
0;0;470;14;38;40;79,75;28;15;9;81;21;199
0;0;469;33;48;46;30;29;12;12;121;15;156
0;0;469;22;51;35;605,022;24;15;15;99;19;222
0;0;469;16;68;42;940,75;31;18;14;94;15;216
0;0;457;28;69;57;564;10;12;12;111;15;211
0;0;458;17;55;35;172,65;52;28;7;95;9;205
0;0;459;5;38;22;15,25;17;7;4;57;13;231
0;0;455;22;54;24;15;26;5;13;56;13;232
0;0;452;12;59;15;25;4;6;4;74;21;253
0;0;451;24;66;17;24,75;3;9;8;84;24;265
0;0;448;4;66;20;3,5;13;14;14;71;20;212
0;0;444;17;39;26;13,5;6;6;7;71;27;222
0;0;503;11;38;8;5,5;6;15;10;77;20;161
0;0;503;18;54;14;45;12;11;15;96;27;129
0;0;503;20;61;25;265,5;11;10;25;101;24;146
0;0;503;47;61;66;128,5;2;14;12;76;19;111
0;0;497;20;79;81;33;6;13;9;91;22;112
0;0;492;21;54;49;21;1;12;9;55;24;102
0;0;492;13;37;32;26;6;17;7;46;17;102
0;0;489;12;44;38;0;2;10;1;43;12;136
0;0;488;15;28;25;0;2;6;3;36;15;152
0;0;484;17;45;34;357,25;5;9;9;94;21;152
0;0;491;21;41;41;16,5;3;8;16;86;19;144
0;0;486;25;34;24;369,5;0;5;4;27;19;179
0;0;796;45;135;68;143,25;69;39;9;162;25;610
0;0;796;27;111;82;536;20;32;22;144;32;458
0;0;796;33;154;99;2503,65;58;35;20;172;28;492
0;0;796;47;98;115;94,5;28;25;10;183;39;548
0;0;783;34;118;95;419,75;39;26;20;194;29;523
0;0;780;24;105;61;129,5;35;27;27;145;35;508
0;0;767;28;117;80;241;53;37;15;145;27;647
0;0;767;35;104;74;526;60;25;19;150;41;648
0;0;755;36;100;58;1884,5;35;24;29;162;30;657
0;0;747;65;179;96;2641;71;30;44;177;39;708
0;0;840;39;112;53;501,75;49;33;26;201;29;628
0;0;832;27;87;43;142,5;29;26;20;150;26;600
0;0;343;18;32;15;0;0;2;7;81;15;74
0;0;343;16;30;34;0;2;9;9;101;19;75
0;0;343;15;45;23;3067,4475;23;0;8;104;13;83
0;0;343;8;41;20;252,5;0;8;3;68;11;94
0;0;336;22;54;25;0;0;0;5;58;16;68
0;0;334;12;36;21;262,125;0;9;6;80;5;86
0;0;332;22;39;5;0;0;3;1;23;7;106
0;0;329;9;43;17;0;0;0;4;22;13;98
0;0;326;10;39;13;0;0;3;3;39;9;108
0;0;324;25;39;25;300,75;0;1;4;79;14;121
0;0;323;16;16;19;13,75;9;7;8;91;13;123
0;0;322;11;20;16;22,5;0;7;2;74;11;133
0;0;424;13;35;26;34;0;12;4;76;4;56
0;0;425;9;55;22;6;9;12;12;141;7;42
0;0;425;8;32;18;16,5;7;7;8;112;7;100
0;0;425;10;61;21;391,75;8;7;8;127;12;57
0;0;414;16;82;17;455,0454545;11;14;13;139;16;95
0;0;417;14;41;24;2;8;6;7;112;4;90
0;0;420;8;43;20;0,75;4;10;6;73;5;72
0;0;417;11;27;14;24685,20833;7;9;4;60;5;92
0;0;417;11;31;25;56,75;4;4;7;95;14;97
0;0;416;8;50;38;432;18;9;5;89;11;96
0;0;412;4;48;31;32,25;26;10;11;87;6;100
0;0;412;13;69;32;2163,75;8;33;1;81;11;108
0;0;362;9;50;20;117,25;5;9;8;49;11;209
0;0;362;15;35;20;0;14;14;25;67;11;148
0;0;362;17;35;20;47,5;3;6;9;78;12;210
0;0;362;8;25;14;19,75;9;2;8;95;7;184
0;0;358;26;53;12;20;12;6;7;69;14;229
0;0;357;12;36;4;13,75;2;9;7;48;10;221
0;0;357;16;33;15;106;3;3;2;22;7;270
0;0;377;21;34;8;26;11;6;2;29;18;312
0;0;388;20;37;10;5;1;6;4;25;17;290
0;0;385;13;32;14;1455;0;5;12;36;16;352
0;0;382;10;36;22;3194,25;9;5;7;49;18;253
0;0;381;11;24;19;407,5;0;6;4;37;24;227
0;0;563;15;83;5;49,25;20;22;14;137;18;88
0;0;563;11;59;11;6;12;24;20;120;14;95
0;0;563;18;40;26;3,5;17;21;21;119;13;132
0;0;563;11;39;28;21,5;8;15;12;109;8;125
0;0;550;15;92;32;9,45;24;24;13;100;17;136
0;0;555;11;79;27;17,625;9;23;7;84;21;140
0;0;555;18;42;41;2,25;5;7;4;49;27;162
0;0;550;19;46;34;387;2;7;4;44;23;179
0;0;547;14;44;40;16,5;5;3;7;74;7;167
0;0;545;24;74;23;194;2;16;16;119;15;187
0;0;541;15;62;17;152,5;0;18;11;73;21;161
0;0;539;16;60;18;62,5;1;10;8;82;13;124
0;0;395;20;42;22;5,75;5;2;9;87;2;26
0;0;395;6;39;30;0;11;28;11;112;6;32
0;0;395;27;30;32;990,75;32;23;18;121;5;33
0;0;395;6;36;24;56,5;8;14;4;54;5;20
0;0;386;27;54;48;56,75;9;12;4;81;6;45
0;0;379;17;40;32;71,5;9;12;2;48;7;31
0;0;381;20;48;31;9,5;9;14;6;41;8;20
0;0;377;11;35;22;250;7;11;6;35;11;21
0;0;376;11;28;16;20;12;14;3;48;5;23
0;0;377;16;36;38;50;14;11;3;30;3;29
0;0;375;14;38;31;50,5;34;23;3;46;9;34
0;0;376;31;36;43;17,75;17;12;7;53;2;34
0;0;316;8;32;37;0;7;10;7;84;1;16
0;0;315;20;24;42;330;4;1;4;70;2;15
0;0;315;10;43;12;6163,8;19;22;4;79;0;9
0;0;315;10;35;12;6150;2;8;1;67;3;9
0;0;310;20;55;19;0;8;10;4;49;1;11
0;0;313;22;35;25;0;0;3;2;38;2;9
0;0;309;22;29;30;5,1;2;0;3;30;1;7
0;0;309;14;19;25;2,75;1;1;1;20;2;10
0;0;310;24;30;19;0;1;2;2;25;0;3
0;0;310;24;30;34;0;3;6;0;45;0;8
0;0;310;19;40;23;0;1;10;1;39;3;14
0;0;310;10;23;47;0;2;3;2;29;2;8
0;0;356;6;31;16;18;6;8;3;81;6;16
0;0;357;6;7;16;27;0;6;3;137;2;16
0;0;357;9;21;17;4875,75;7;7;7;102;7;23
0;0;357;5;17;16;0;0;1;8;83;4;20
0;0;352;9;23;18;0;9;7;0;71;3;25
0;0;355;2;21;19;0;0;9;1;32;3;26
0;0;355;3;16;14;0;0;0;0;10;5;11
0;0;356;3;13;14;0;0;0;0;8;2;22
0;0;355;1;21;11;0;0;0;2;35;3;46
0;0;355;4;11;13;0;0;0;4;68;4;26
0;0;354;7;14;14;0;1;6;2;52;5;29
0;0;355;10;8;21;0;0;2;3;46;4;32
0;0;284;17;23;6;0;0;9;3;39;6;24
0;0;285;7;21;16;0;3;6;5;56;4;19
0;0;285;18;21;14;181,84;0;10;2;28;7;20
0;0;285;15;16;16;0;0;2;1;35;2;15
0;0;280;11;47;29;78;3;9;4;34;8;21
0;0;282;24;31;29;67430;7;14;0;19;2;19
0;0;280;38;28;31;572,25;2;7;2;20;4;11
0;0;279;7;23;22;705;0;4;0;28;5;6
0;0;279;9;20;8;0;3;7;4;14;4;8
0;0;281;7;21;26;0;0;7;2;9;8;12
0;0;279;16;16;13;0;0;3;3;21;5;16
0;0;276;12;24;7;18,25;0;4;1;40;5;8
0;0;386;9;43;19;0;5;8;2;66;3;19
0;0;385;6;29;39;475,7;3;9;3;56;2;18
0;0;385;8;27;36;6,5;3;6;1;61;2;25
0;0;385;6;37;42;0;2;5;4;69;6;14
0;0;380;4;31;38;84,7;1;6;2;63;4;17
0;0;380;6;31;45;2027;5;5;1;55;4;17
0;0;377;4;22;32;0;1;4;1;39;4;11
0;0;377;5;21;28;0;0;2;1;23;4;16
0;0;377;3;21;25;0;0;5;5;30;5;9
0;0;377;3;34;20;0;0;8;0;25;3;14
0;0;375;3;31;24;0;0;6;3;55;3;14
0;0;372;0;24;30;0;0;4;1;46;3;18
0;0;365;10;37;2;0;17;5;2;67;16;29
0;0;364;24;25;11;1101;7;10;5;83;3;26
0;0;364;17;32;8;0;17;9;12;82;10;40
0;0;364;18;55;27;156;13;15;7;85;7;38
0;0;357;19;52;40;24,25;19;8;8;94;11;21
0;0;356;9;47;30;0;30;17;5;46;6;30
0;0;354;13;43;30;171;7;6;3;42;7;28
0;0;351;11;15;11;0;2;4;4;34;5;27
0;0;349;19;32;24;100;4;3;5;28;12;25
0;0;349;16;29;41;0;7;6;7;73;7;38
0;0;346;11;35;28;0;7;2;8;77;9;38
0;0;346;17;38;28;0;1;6;5;56;15;39
0;0;304;6;25;8;0;2;7;3;44;5;15
0;0;304;14;29;18;0;0;8;2;34;2;21
0;0;304;10;29;24;0;0;3;8;45;1;20
0;0;304;11;24;29;191,94;2;5;1;38;2;11
0;0;299;8;37;32;245;2;4;5;37;3;17
0;0;295;2;24;19;0;3;9;4;39;1;19
0;0;294;13;25;21;0;3;4;4;20;3;21
0;0;291;6;24;22;0;1;3;1;26;1;34
0;0;291;4;14;13;0;12;5;1;16;5;23
0;0;292;7;21;18;0;2;6;3;20;3;19
0;0;289;2;19;11;0;0;1;0;28;3;19
0;0;288;1;24;26;0;0;3;3;27;3;18
0;0;578;27;85;41;767,34;16;23;12;95;17;136
0;0;579;13;63;28;9282,68;24;30;11;114;6;131
0;0;579;8;63;46;9212,75;17;24;10;97;13;146
0;0;579;16;68;66;6076,74;8;17;8;82;11;160
0;0;577;24;90;100;512,55;15;17;5;89;5;207
0;0;579;28;71;78;515,26;5;13;4;79;6;178
0;0;578;20;68;82;972,23;9;13;2;67;11;170
0;0;581;24;60;76;2968,64;19;12;5;45;16;173
0;0;582;2;55;34;158,89;11;15;11;51;12;142
0;0;581;24;62;69;3268,94;10;9;10;66;15;171
0;0;618;18;67;53;724,82;11;25;7;73;12;208
0;0;617;17;48;33;328,05;2;7;5;66;14;162
